label,text
Measles,"It began 4 days ago with a persistent cough, fever, and a migraine-like headache. I've had a runny nose. Yesterday, a red rash appeared on my hairline. Today it is spreading downward to cover my chest."
Diarrhea,I have uncontrollable watery diarrhea since last night. My stomach is twisting in knots and I feel weak and tired.
Influenza,"This started 2 days ago and is quite bad. I have a moderate fever and feel burning up at times. My persistent cough is hacking and worse at night. My body aches are quite bad; my muscles are sore all over my back. I have a scratchy throat that makes talking difficult. I feel tired all the time and have no energy for my normal routine. I am resting on the couch, hoping to feel better in a few days."
Diarrhea,"I've had watery stools all day, going about 6 times. The abdominal cramping is intense, and my mouth feels incredibly dry."
Influenza,For 3 days I've been febrile with a persistent cough. My body aches are severe. I have no energy at all and it's painful to swallow. It causes constant discomfort.
Pneumonia,"I am extremely tired and have been running a temperature. Over the last few days, I developed a cough that brings up green slime. I get winded and have difficulty breathing just getting dressed."
Measles,"A few days ago, I started feeling terrible with a high fever and a hacking cough that would not quit. My eyes became so sore and watery that I thought I had a severe case of pink eye. I was also experiencing such intense fatigue that walking to the kitchen felt like a marathon. Then, after a few days of enduring the fever, spots that started on my face appeared near my hairline. By the end of the day, the blotchy rash had spread down my body, completely covering my chest."
Measles,"My eyes are tearing up and very red. I'm battling a high fever, a cough, and a rash that started on my scalp spreading downward. The muscle pain is intense and I feel entirely wiped out."
Diarrhea,It happened suddenly this morning. I have severe cramping in my belly and I've been running to the bathroom with loose stools all day. My mouth feels incredibly dry.
Dengue,"I have been feeling absolutely terrible for 2 days now, and I can barely manage to get out of my bed to do anything. I am running an extremely high temperature right now, and honestly, I just feel like I am burning up constantly from the inside out. Along with this intense fever, my body is aching all over with severe generalized muscle pain. I also have a splitting headache that will not go away, leaving me feeling totally exhausted. Plus, there is a deep pain situated behind my eyes. I initially thought it was just a regular bug, but it feels so much worse."
Diarrhea,I feel extremely weak and tired. This began this morning with stomach cramps. I've had loose stools 5 times and feel dehydrated.
Diarrhea,Vomiting and diarrhea started at the same time this morning. I've gone 4 times. The cramping in my gut is severe and I feel warm.
Influenza,"Since last night, I've had a sudden high fever, my nose is running, and I'm vomiting from nausea. Everything hurts, and I have a dry cough. It's a mild case but constant and annoying."
Typhoid,"For over a week, my temperature has been climbing relentlessly. I haven't gone in days, I keep getting confused, and I have a constant headache."
Influenza,I felt a sudden high fever yesterday morning. Now I have a hacking cough and my muscles are sore. There's a pounding headache and I am tired all the time. I've barely left my bed.
Dengue,"I felt a sudden shift in my health this morning and had to stay home. I am dealing with an unbelievably high fever and feel like I am burning up constantly. My body is aching all over, and the severe generalized muscle pain is extremely overwhelming. I also have this deep pain situated behind my eyes that makes looking at screens hurt. I am suffering from extreme fatigue and just have zero energy to get out of bed. I really hope I can get some relief from this misery shortly."
Pneumonia,"Over the last few days, I developed a fever and constant nausea. I keep coughing up thick green mucus. I feel completely breathless just getting up from a chair."
Typhoid,"I've had a high temperature for days that gets worse each evening. I have watery bowel movements, I'm feeling disoriented, and I have no appetite."
